date,iso,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_tweets_verified,info_tweets_unverified,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_unreliable_fraction,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_iri,info_iri_T,info_iri_RE,info_iri_RT,info_dyn_iri,info_dyn_iri_RE,info_dyn_iri_RT,eco_open_close_fraction,epi_cases,epi_cases_new,epi_deaths,epi_deaths_new,epi_tests,epi_tests_new,epi_rt,epi_rt_low90,epi_rt_high90
2020-01-22,TUR,1097,222,53,822,372,34,1063,70,58,92,0.4531,55,0,9,61,0,0,43,7,8,0.5354,0.392,0.286,0.5765,0.4904,0.6429,0.4667,,,,,,,,,,
2020-01-23,TUR,10610,2527,221,7862,8873,125,10485,211,157,232,0.4266,131,0,36,175,0,4,134,15,4,0.3128,0.7364,0.8964,0.1111,0.4581,0.4118,0.4608,,,,,,,,,,
2020-01-24,TUR,7583,1400,190,5993,4557,84,7499,347,131,202,0.2741,137,0,63,284,0,3,81,34,13,0.195,0.3055,0.1915,0.1563,0.2655,0.3333,0.2604,,,,,,,,,,
2020-01-25,TUR,7710,1338,286,6086,2822,70,7640,621,167,207,0.2119,171,0,16,605,0,25,61,71,10,0.1008,0.106,0.0272,0.1023,0.2058,0.2,0.2061,,,,,,,,,,
2020-01-26,TUR,11144,1803,317,9024,4831,82,11062,591,214,370,0.2658,280,0,54,537,0,42,65,90,17,0.3549,0.1899,0.5241,0.3887,0.259,0.6,0.2489,,,,,,,,,,
2020-01-27,TUR,9847,2141,336,7370,4650,96,9751,390,198,231,0.3367,161,0,43,347,2,3,124,58,11,0.3524,0.3996,0.4539,0.272,0.3288,0.2105,0.3383,,,,,,,,,,
2020-01-28,TUR,7763,2068,317,5378,4388,137,7626,457,223,370,0.3279,278,0,34,423,1,5,132,75,10,0.2178,0.2155,0.7265,0.1888,0.3216,0.3333,0.3209,,,,,,,,,,
2020-01-29,TUR,6587,1810,282,4495,3301,131,6456,224,103,169,0.315,104,0,25,199,0,7,48,36,12,0.4614,0.4556,0.3005,0.4778,0.2736,0.6,0.2396,,,,,,,,,,
2020-01-30,TUR,11057,3124,593,7340,6091,185,10872,416,138,328,0.2491,180,0,24,392,0,24,76,23,15,0.0921,0.0591,0.152,0.1119,0.2596,0.3913,0.2514,,,,,,,,,,
2020-01-31,TUR,9128,2395,470,6263,4680,220,8908,346,126,281,0.2669,208,0,27,319,3,15,54,42,12,0.1951,0.5103,0.1131,0.0608,0.2925,0.4545,0.2804,,,,,,,,,,
2020-02-01,TUR,6908,1491,287,5130,4027,117,6791,154,74,250,0.3246,185,0,19,135,1,6,31,18,18,0.5831,0.5906,0.6275,0.5585,0.3467,0.4,0.3407,,,,,,,,,,
2020-02-02,TUR,8373,1645,433,6295,5377,113,8260,220,97,275,0.306,178,0,12,208,0,4,30,61,2,0.1555,0.0944,0.0382,0.2976,0.36,0.3333,0.3623,,,,,,,,,,
2020-02-03,TUR,4749,1156,155,3438,2767,119,4630,137,44,256,0.2431,197,0,13,124,0,5,20,10,9,0.1919,0.2336,0.0723,0.1273,0.2393,0.3125,0.2277,,,,,,,,,,
2020-02-04,TUR,3532,933,161,2438,1974,101,3431,105,34,142,0.2446,91,0,5,100,2,0,20,10,2,0.0561,0.0207,0.0112,0.1776,0.2809,0.7778,0.225,,,,,,,,,,
2020-02-05,TUR,3375,936,156,2283,1928,90,3285,115,27,160,0.1901,107,0,10,105,0,1,15,5,6,0.1288,0.1609,0.3434,0.0913,0.1932,0.5455,0.1429,,,,,,,,,,
2020-02-06,TUR,3265,756,212,2297,1683,67,3198,135,49,93,0.2663,79,0,6,129,0,1,39,5,4,0.0575,0.0587,0.4481,0.0542,0.3361,0.7,0.2626,,,,,,,,,,
2020-02-07,TUR,6388,1227,223,4938,4400,87,6301,445,40,121,0.0825,86,0,11,434,0,0,30,8,2,0.1124,0.2451,0.0211,0.1036,0.0704,0.7143,0.0485,,,,,,,,,,
2020-02-08,TUR,3279,647,137,2495,1440,65,3214,472,32,147,0.0635,125,0,10,462,0,0,22,5,5,0.088,0.01,0.0744,0.1411,0.0542,0.7,0.0393,,,,,,,,,,
2020-02-09,TUR,2959,621,222,2116,1280,59,2900,147,28,208,0.16,187,0,3,144,0,8,14,5,1,0.307,0.3518,0.3357,0.1741,0.1288,0.4,0.1181,,,,,,,,,,
2020-02-10,TUR,2808,702,245,1861,1241,74,2734,168,25,141,0.1295,127,0,19,149,0,1,21,3,0,0.0637,0.1296,0.4415,0.0272,0.1277,0.5294,0.0726,,,,,,,,,,
2020-02-11,TUR,2465,638,111,1716,1038,58,2407,88,48,88,0.3529,68,0,8,80,0,21,21,5,1,0.0708,0.038,0.9092,0.4724,0.4316,0.8,0.4111,,,,,,,,,,
2020-02-12,TUR,2534,633,103,1798,1187,59,2475,137,35,65,0.2035,51,0,0,137,0,8,21,2,4,0.2546,0.3675,1.0,0.0808,0.25,0.8333,0.2128,,,,,,,,,,
2020-02-13,TUR,3124,820,137,2167,1499,65,3059,249,49,93,0.1644,68,0,12,237,0,12,27,4,6,0.1413,0.1212,0.2549,0.17,0.1523,0.375,0.1429,,,,,,,,,,
2020-02-14,TUR,2148,542,88,1518,880,62,2086,132,41,61,0.237,47,0,3,129,0,7,27,6,1,0.1055,0.1443,1.0,0.0759,0.232,1.0,0.1504,,,,,,,,,,
2020-02-15,TUR,3351,530,86,2735,2048,42,3309,223,50,43,0.1832,32,0,3,220,0,2,23,21,4,0.8095,0.303,0.9961,0.4692,0.1754,0.6364,0.1521,,,,,,,,,,
2020-02-16,TUR,2365,435,73,1857,1083,42,2323,318,27,46,0.0783,29,0,23,295,0,3,17,3,4,0.0213,0.0049,0.3547,0.0298,0.0772,0.5,0.0618,,,,,,,,,,
2020-02-17,TUR,2014,480,116,1418,948,59,1955,79,23,52,0.2255,36,0,3,76,0,5,15,1,2,0.2493,0.0124,0.5524,0.4196,0.2576,0.75,0.1897,,,,,,,,,,
2020-02-18,TUR,2133,540,97,1496,914,49,2084,88,32,88,0.2667,63,0,7,81,0,1,20,8,3,0.0847,0.0821,0.7519,0.0748,0.2436,0.8,0.1618,,,,,,,,,,
2020-02-19,TUR,2299,539,109,1651,1110,52,2247,61,36,141,0.3711,129,0,6,55,0,5,20,8,3,0.4286,0.4832,0.4929,0.3215,0.4062,0.75,0.3269,,,,,,,,,,
2020-02-20,TUR,2341,536,94,1711,1285,66,2275,96,26,74,0.2131,61,0,11,85,0,2,17,3,4,0.2488,0.3684,0.7804,0.1703,0.2065,0.75,0.1818,,,,,,,,,,
2020-02-21,TUR,6440,1502,195,4743,4622,112,6328,187,33,106,0.15,71,0,13,174,0,1,25,6,1,0.1091,0.1501,0.0258,0.0769,0.1429,0.3333,0.1268,,,,,,,,,,
2020-02-22,TUR,6878,1509,309,5060,4968,96,6782,238,52,105,0.1793,61,0,12,226,1,1,38,8,4,0.3177,0.4678,0.112,0.1937,0.1584,0.4,0.1408,,,,,,,,,,
2020-02-23,TUR,10132,1568,349,8215,7580,149,9983,251,62,121,0.1981,75,0,8,243,0,2,49,10,1,0.2027,0.0842,0.3771,0.1891,0.1795,0.5625,0.1514,,,,,,,,,,
2020-02-24,TUR,8845,2195,358,6292,5214,167,8678,285,65,232,0.1857,156,0,19,266,0,5,47,9,4,0.2129,0.3003,0.0992,0.1104,0.1897,0.5238,0.1595,,,,,,,,,,
2020-02-25,TUR,11709,3463,666,7580,7549,237,11472,325,96,283,0.228,197,0,22,303,1,7,67,20,1,0.2314,0.2082,0.3345,0.2523,0.2159,0.5,0.1822,,,,,,,,,,
2020-02-26,TUR,10952,2887,601,7464,6717,207,10745,338,87,305,0.2047,226,0,26,312,3,7,55,21,1,0.1826,0.0799,0.4424,0.1435,0.2006,0.3438,0.1844,,,,,,,,,,
2020-02-27,TUR,7997,2154,409,5434,3995,179,7818,335,129,280,0.278,189,0,14,321,11,5,85,22,6,0.2797,0.5149,0.0287,0.1119,0.3028,0.3636,0.2983,,,,,,,,,,
2020-02-28,TUR,4751,1039,178,3534,845,97,4654,205,152,161,0.4258,121,0,11,194,3,29,73,18,29,0.0284,0.0081,0.0203,0.3555,0.4652,0.375,0.4708,,,,,,,,,,
2020-02-29,TUR,5884,1169,234,4481,1930,86,5798,280,119,236,0.2982,195,0,21,259,1,22,57,31,8,0.2447,0.1932,0.1084,0.3205,0.3025,0.4375,0.2943,,,,,,,,,,
2020-03-01,TUR,7279,1323,318,5638,2690,121,7158,323,116,276,0.2642,243,0,21,302,0,30,36,48,2,0.3945,0.331,0.0853,0.4558,0.2618,0.5238,0.2445,,,,,,,,,,
2020-03-02,TUR,7290,1422,246,5622,2503,129,7161,248,85,497,0.2553,440,0,13,235,0,20,46,14,5,0.2506,0.4198,0.1433,0.1077,0.2621,0.5,0.2435,,,,,,,,,,
2020-03-03,TUR,6925,1637,265,5023,2367,168,6757,224,91,338,0.2889,301,0,12,212,0,4,64,19,4,0.2168,0.1669,0.6398,0.2536,0.2911,0.7333,0.2576,,,,,,,,,,
2020-03-04,TUR,7961,1872,563,5526,2981,190,7771,331,133,289,0.2866,239,0,21,310,4,20,92,17,0,0.211,0.3396,0.0034,0.2401,0.2861,0.1081,0.3085,,,,,,,,,,
2020-03-05,TUR,8881,2079,399,6403,3993,196,8685,342,109,367,0.2417,319,0,11,331,1,10,85,10,3,0.2551,0.262,0.4523,0.2113,0.229,0.4667,0.2063,,,,,,,,,,
2020-03-06,TUR,10943,2219,448,8276,5952,205,10738,300,115,389,0.2771,338,0,6,294,1,48,52,13,1,0.3078,0.4088,0.1087,0.2209,0.3003,0.5185,0.2797,,,,,,,,,,
2020-03-07,TUR,11088,2049,488,8551,5496,185,10903,309,219,154,0.4148,116,0,11,298,0,157,47,12,3,0.3229,0.3113,0.0125,0.3749,0.4219,0.3571,0.4241,,,,,,,,,,
2020-03-08,TUR,8374,1647,378,6349,3524,151,8223,256,111,183,0.3025,143,0,8,248,1,39,52,15,4,0.2229,0.3463,0.0086,0.1635,0.3258,0.2941,0.328,,,,,,,,,,
2020-03-09,TUR,8119,1947,365,5807,3169,202,7917,239,101,247,0.2971,210,0,6,233,0,6,83,8,4,0.3923,0.3088,0.7619,0.4319,0.3458,0.6471,0.3229,,,,,,,,,,
2020-03-10,TUR,15646,4683,674,10289,9325,243,15403,368,73,409,0.1655,302,0,17,351,0,9,50,10,4,0.1221,0.0712,0.2519,0.171,0.1682,0.3529,0.1579,,,,,,,,,,
2020-03-11,TUR,19393,4585,551,14257,12423,260,19133,472,90,522,0.1601,380,0,17,455,3,15,62,9,1,0.0867,0.2374,0.1885,0.0403,0.1691,0.3333,0.1642,,1.0,1.0,,,,,,,
2020-03-12,TUR,11306,2504,407,8395,5116,202,11104,341,91,273,0.2106,214,0,13,328,1,1,79,9,1,0.1557,0.0396,0.788,0.1438,0.2168,0.28,0.2113,,1.0,0.0,,,,,,,
2020-03-13,TUR,11628,2385,383,8860,5788,197,11431,304,75,397,0.1979,311,0,40,264,0,8,53,12,2,0.3658,0.3075,0.069,0.3957,0.2028,0.25,0.2,,5.0,4.0,,,,,,,
2020-03-14,TUR,13008,2681,371,9956,6886,177,12831,296,66,302,0.1823,225,0,10,286,2,1,39,24,0,0.1167,0.1187,0.0977,0.116,0.1706,0.2353,0.166,,5.0,0.0,,,,,,,
2020-03-15,TUR,12371,2251,578,9542,7205,169,12202,219,120,195,0.354,132,0,7,212,1,7,102,10,0,0.3424,0.3958,0.0252,0.3508,0.3874,0.1667,0.3983,,6.0,1.0,,,,,,,
2020-03-16,TUR,17097,3737,497,12863,10616,246,16851,479,173,439,0.2653,276,0,13,466,0,2,160,11,0,0.0728,0.0027,0.2837,0.2629,0.3041,0.2308,0.306,,18.0,12.0,,,,,,,
2020-03-17,TUR,15692,3666,534,11492,9487,226,15466,348,88,348,0.2018,232,0,16,332,2,4,53,26,3,0.0622,0.0382,0.0609,0.1419,0.2278,0.4615,0.2069,,47.0,29.0,1.0,1.0,,,,,
2020-03-18,TUR,15510,3544,561,11405,9494,259,15251,362,79,362,0.1791,246,0,14,348,0,8,61,8,2,0.137,0.0296,0.0261,0.2378,0.2,0.375,0.1865,,98.0,51.0,1.0,0.0,,,,,
2020-03-19,TUR,19188,4090,540,14558,13144,298,18890,303,74,315,0.1963,233,0,14,289,1,11,49,12,1,0.4004,0.5917,0.0003,0.1748,0.2103,0.1333,0.2152,,192.0,94.0,3.0,2.0,,,,,
2020-03-20,TUR,15781,3323,584,11874,10147,246,15535,333,134,312,0.2869,217,0,14,319,0,17,112,3,2,0.2524,0.2151,0.0713,0.3085,0.3072,0.5,0.2957,,359.0,167.0,4.0,1.0,,,,,
2020-03-21,TUR,19251,3681,636,14934,13913,267,18984,348,149,443,0.2998,327,0,30,318,0,15,119,12,3,0.1122,0.0501,0.0002,0.1954,0.3227,0.0625,0.3333,,670.0,311.0,9.0,5.0,,,,,
2020-03-22,TUR,22537,4548,1004,16985,15609,244,22293,360,67,338,0.1569,171,0,21,339,0,7,41,9,10,0.287,0.1701,0.0052,0.4076,0.1541,0.0909,0.1586,,1236.0,566.0,30.0,21.0,,,,,
2020-03-23,TUR,17180,4076,612,12492,11696,287,16893,331,115,609,0.2578,154,0,18,313,0,14,81,11,9,0.0928,0.1092,0.0765,0.0889,0.2769,0.4737,0.2647,,1529.0,293.0,37.0,7.0,,,,,
2020-03-24,TUR,14249,3312,576,10361,9481,252,13997,289,86,279,0.2293,172,0,10,279,0,3,73,10,0,0.2294,0.2066,0.015,0.2479,0.261,0.2857,0.2597,,1872.0,343.0,44.0,7.0,,,,,
2020-03-25,TUR,15208,3757,662,10789,9778,241,14967,314,102,301,0.2452,213,0,14,300,0,11,66,21,4,0.3393,0.1162,0.4321,0.5433,0.2241,0.5455,0.1978,,2433.0,561.0,59.0,15.0,,,,,
2020-03-26,TUR,14580,3702,641,10237,9799,337,14243,368,100,334,0.2137,195,0,20,348,0,6,75,19,0,0.2141,0.1594,0.4629,0.2588,0.2041,0.3913,0.1905,,3629.0,1196.0,75.0,16.0,,,,,
2020-03-27,TUR,17441,4151,755,12535,12185,290,17151,431,130,388,0.2317,266,0,19,412,0,7,82,40,1,0.1534,0.0829,0.0208,0.2188,0.2296,0.3846,0.2186,,5698.0,2069.0,92.0,17.0,47823.0,7533.0,,,
2020-03-28,TUR,21786,4159,856,16771,16145,307,21479,355,75,304,0.1744,208,0,7,348,1,5,36,28,5,0.2343,0.0729,0.7062,0.2723,0.1617,0.3529,0.1503,,7402.0,1704.0,108.0,16.0,55464.0,7641.0,,,
2020-03-29,TUR,21025,3676,853,16496,15819,293,20732,305,91,351,0.2298,202,0,18,287,0,18,52,17,4,0.2792,0.3125,0.0181,0.2831,0.2,0.3214,0.1865,,9217.0,1815.0,131.0,23.0,65446.0,9982.0,,,
2020-03-30,TUR,18003,4304,749,12950,13234,275,17728,330,92,373,0.218,289,0,15,315,0,5,60,24,3,0.4576,0.2503,0.2825,0.5776,0.1931,0.4375,0.1628,,10827.0,1610.0,168.0,37.0,76981.0,11535.0,,,
2020-03-31,TUR,16500,4346,634,11520,11933,311,16189,248,87,278,0.2597,181,0,14,234,0,7,61,16,3,0.0729,0.0729,0.5365,0.0669,0.2612,0.6522,0.2207,,13531.0,2704.0,214.0,46.0,92403.0,15422.0,,,
2020-04-01,TUR,24235,4958,751,18526,18107,388,23847,204,111,259,0.3524,166,0,8,196,1,16,70,21,3,0.1582,0.0506,0.5303,0.3082,0.3812,0.3636,0.3831,,15679.0,2148.0,277.0,63.0,106799.0,14396.0,,,
2020-04-02,TUR,21926,4214,712,17000,16873,329,21597,261,85,448,0.2457,194,0,19,242,0,24,50,7,4,0.1737,0.3645,0.0729,0.1103,0.2689,0.2581,0.2705,,18135.0,2456.0,356.0,79.0,125556.0,18757.0,,,
2020-04-03,TUR,17608,3880,839,12889,12808,332,17276,514,109,345,0.175,213,0,22,492,0,15,74,17,3,0.0675,0.0335,0.0894,0.0949,0.1897,0.4231,0.1754,,20921.0,2786.0,425.0,69.0,141716.0,16160.0,,,
2020-04-04,TUR,17684,3503,660,13521,13088,267,17417,515,88,306,0.1459,209,0,28,487,0,7,55,23,3,0.1676,0.362,0.0833,0.0828,0.1554,0.3,0.1486,,23934.0,3013.0,501.0,76.0,161380.0,19664.0,,,
2020-04-05,TUR,21319,3953,816,16550,16465,285,21034,463,177,292,0.2766,168,0,28,435,1,48,88,38,2,0.3368,0.44,0.0371,0.2257,0.2888,0.2258,0.2933,,27069.0,3135.0,574.0,73.0,181445.0,20065.0,,,
2020-04-06,TUR,19447,4071,877,14499,14526,322,19125,456,155,390,0.2537,228,0,21,435,0,62,72,19,2,0.1534,0.13,0.0116,0.2215,0.2819,0.2903,0.2812,,30217.0,3148.0,649.0,75.0,202845.0,21400.0,,,
2020-04-07,TUR,15191,3580,800,10811,10508,334,14857,342,101,353,0.228,185,0,20,322,1,6,62,30,2,0.19,0.2345,0.1837,0.1461,0.2298,0.6757,0.1691,,34109.0,3892.0,725.0,76.0,222868.0,20023.0,,,
2020-04-08,TUR,20577,5167,816,14594,15554,406,20171,332,89,376,0.2114,240,0,9,323,0,10,67,11,1,0.1867,0.1577,0.028,0.2513,0.2509,0.3846,0.2375,,38226.0,4117.0,812.0,87.0,247768.0,24900.0,,,
2020-04-09,TUR,18535,3550,842,14143,14049,378,18157,301,90,351,0.2302,222,0,11,290,0,12,66,12,0,0.2551,0.2859,0.0927,0.1778,0.2357,0.25,0.2346,,42282.0,4056.0,908.0,96.0,276346.0,28578.0,,,
2020-04-10,TUR,23940,6249,1088,16603,18589,443,23497,288,95,991,0.248,206,0,16,272,0,7,68,15,5,0.3559,0.4776,0.322,0.1702,0.25,0.45,0.2331,,47029.0,4747.0,1006.0,98.0,307210.0,30864.0,,,
2020-04-11,TUR,17762,3867,838,13057,13001,250,17512,282,93,363,0.248,179,0,14,268,0,24,51,16,2,0.4444,0.5475,0.0762,0.2865,0.2481,0.2727,0.2458,,52167.0,5138.0,1101.0,95.0,340380.0,33170.0,,,
2020-04-12,TUR,19313,3946,813,14554,13896,335,18978,344,122,305,0.2618,184,0,10,334,0,26,75,14,7,0.1649,0.253,0.0132,0.1238,0.2741,0.2174,0.2783,,56956.0,4789.0,1198.0,97.0,376100.0,35720.0,,,
2020-04-13,TUR,17282,4494,794,11994,12681,386,16896,352,92,331,0.2072,219,0,13,339,0,3,71,17,1,0.1493,0.3075,0.4678,0.0876,0.2006,0.45,0.1845,,61049.0,4093.0,1296.0,98.0,410556.0,34456.0,,,
2020-04-14,TUR,19208,4803,786,13619,14587,378,18830,316,83,360,0.208,257,0,16,300,1,2,66,9,5,0.2179,0.162,0.4089,0.2925,0.247,0.4231,0.2262,,65111.0,4062.0,1403.0,107.0,443626.0,33070.0,,,
2020-04-15,TUR,15630,3564,781,11285,11131,369,15261,397,98,338,0.198,227,0,16,381,0,1,70,22,5,0.2155,0.3013,0.0623,0.1429,0.2107,0.4643,0.1862,,69392.0,4281.0,1518.0,115.0,477716.0,34090.0,,,
2020-04-16,TUR,18336,4082,870,13384,13678,381,17955,328,108,352,0.2477,255,0,8,320,1,2,90,12,3,0.1636,0.1742,0.0338,0.2289,0.2313,0.5,0.2,,74193.0,4801.0,1643.0,125.0,518143.0,40427.0,,,
2020-04-17,TUR,18927,3685,932,14310,14296,378,18549,331,83,347,0.2005,229,0,20,311,0,2,69,8,4,0.1008,0.0429,0.0445,0.1411,0.2075,0.4062,0.1832,,78546.0,4353.0,1769.0,126.0,558413.0,40270.0,,,
2020-04-18,TUR,19788,4424,850,14514,14993,345,19443,298,114,408,0.2767,256,0,24,274,0,3,70,27,14,0.4904,0.7954,0.0252,0.1356,0.2832,0.6667,0.2421,,82329.0,3783.0,1890.0,121.0,598933.0,40520.0,,,
2020-04-19,TUR,18528,3768,864,13896,13903,298,18230,263,113,235,0.3005,141,0,15,248,0,3,73,33,4,0.1562,0.1448,0.0857,0.1675,0.328,0.3889,0.3233,,86306.0,3977.0,2017.0,127.0,634277.0,35344.0,,,
2020-04-20,TUR,15154,3551,705,10898,10682,346,14808,331,158,306,0.3231,206,0,10,321,0,19,72,65,2,0.3458,0.4104,0.0965,0.2754,0.3448,0.4444,0.3364,,90980.0,4674.0,2140.0,123.0,673980.0,39703.0,,,
2020-04-21,TUR,14271,3340,728,10203,9971,381,13890,370,113,300,0.234,197,0,8,362,1,7,61,40,4,0.1647,0.1632,0.0269,0.1815,0.2689,0.3,0.2658,,95591.0,4611.0,2259.0,119.0,713409.0,39429.0,,,
2020-04-22,TUR,14309,3314,719,10276,10146,347,13962,344,111,375,0.244,293,0,16,328,1,2,85,21,2,0.116,0.2302,0.8084,0.0593,0.2696,0.4783,0.2534,,98674.0,3083.0,2376.0,117.0,750944.0,37535.0,,,
2020-04-23,TUR,15027,3138,724,11165,11054,264,14763,276,115,308,0.2941,234,0,14,262,0,4,93,16,2,0.2022,0.2072,0.035,0.2177,0.3602,0.3636,0.3596,,101790.0,3116.0,2491.0,115.0,791906.0,40962.0,,,
2020-04-24,TUR,14506,3181,631,10694,10137,358,14148,326,86,273,0.2087,189,0,21,305,2,2,74,6,2,0.1274,0.2177,0.1867,0.0531,0.2151,0.36,0.2008,,104912.0,3122.0,2600.0,109.0,830257.0,38351.0,,,
2020-04-25,TUR,19164,3837,857,14470,14305,372,18792,399,125,319,0.2385,228,0,16,383,0,5,107,10,3,0.0519,0.0259,0.2946,0.0726,0.2656,0.381,0.259,,107773.0,2861.0,2706.0,106.0,868565.0,38308.0,,,
2020-04-26,TUR,29056,4883,1025,23148,23108,418,28638,355,124,372,0.2589,257,0,9,346,0,4,105,10,5,0.1673,0.1858,0.0248,0.1499,0.2918,0.32,0.2895,,110130.0,2357.0,2805.0,99.0,898742.0,30177.0,,,
2020-04-27,TUR,17667,3566,756,13345,13544,357,17310,310,74,313,0.1927,216,0,8,302,0,4,60,8,2,0.1006,0.104,0.2634,0.0978,0.1922,0.6429,0.1685,,112261.0,2131.0,2900.0,95.0,918885.0,20143.0,,,
2020-04-28,TUR,17345,3575,618,13152,13155,410,16935,306,85,413,0.2174,166,0,9,297,0,4,70,9,2,0.3441,0.2372,0.6601,0.0894,0.2263,0.7241,0.1673,,114653.0,2392.0,2992.0,92.0,948115.0,29230.0,,,
2020-04-29,TUR,16662,3618,742,12302,12463,428,16234,344,90,249,0.2074,176,0,25,319,0,10,63,8,9,0.1471,0.162,0.0076,0.1576,0.2389,0.2632,0.2372,,117589.0,2936.0,3081.0,89.0,991613.0,43498.0,,,
2020-04-30,TUR,17352,3635,735,12982,13020,426,16926,281,92,329,0.2466,219,0,17,264,0,1,71,19,1,0.254,0.4157,0.0071,0.1264,0.2387,0.5789,0.2098,,120204.0,2615.0,3174.0,93.0,1033617.0,42004.0,,,
2020-05-01,TUR,15755,3204,785,11766,11439,367,15388,320,74,371,0.1878,259,0,27,293,1,1,64,7,1,0.0872,0.1421,0.187,0.0516,0.2375,0.4194,0.213,,122392.0,2188.0,3258.0,84.0,1075048.0,41431.0,,,
2020-05-02,TUR,19010,3827,806,14377,14741,351,18659,302,76,324,0.2011,216,0,24,278,0,1,59,14,2,0.2822,0.3632,0.0118,0.2435,0.1911,0.2632,0.185,,124375.0,1983.0,3336.0,78.0,1111366.0,36318.0,,,
2020-05-03,TUR,18507,3889,706,13912,14146,334,18173,240,105,315,0.3043,204,0,9,231,0,4,80,21,0,0.3365,0.237,0.245,0.4398,0.3186,0.4375,0.3095,,126045.0,1670.0,3397.0,61.0,1135367.0,24001.0,,,
